,Tweet,Label,Panjang_tweet,Jumlah_kalimat
1100,"sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua",Anger,125,24
1101,"pagi pagi udah emosi baca au kesel, gak blh ada yg bikin bian kecewa atau sedih ih",Anger,82,17
1102,"kalo ketemu orang dan dia keliatan murung, coba tanya dia fans mu bukan? mu kalahh cukk !!",Anger,90,17
1103,"gue pagi ini kecewa bgt sama gojek, pertama kode voucher sama sekali ga bisa di claim. kedua alamat yg biasa gue gunain buat balik masa dititikin jauh bgt ke jakarta barat wkwkw gila gosend yg harusnya ga sampe 50rb jd diatas 60rb",Anger,230,42
1104,dah lah ak kecewa!!,Anger,19,4
1105,yg ngmg mana cita rasa budaya indonesianya? sedih gue liat org nge - gass tp klo suruh ngaca dianya kaga demen,Anger,110,21
1106,kecewa w bangsat,Anger,16,3
1107,"aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu,marah semua ad..and its effect ur life..kdg rasa penat dah nk hadap",Anger,245,40
1108,sepi conge!!!,Anger,13,2
1109,"baru mau sedih kenapa close, endingnya bikin emosi. semoga hari lo senin terus",Anger,78,13
1110,"tolong buat siapapun yg memang udah ""gabisa lagi jadi lockey"" karena masalah denis gpp gue mengerti, tapi plis bgt jgn mengajak atau bikin kompor kayak org goblok bikin tweet dgn mengajak yg lain buat ikutan sebab yg sedih bukan hanya kamu tapi semua lockey, bikin kesel aja kayak ampas. makasih buat lockey yg masih bertahan:)",Anger,327,55
1111,"anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet, jadi kesel ah",Anger,81,15
1112,"anj j1min aing udah mau sedih, sialan lu ngetiknya kek gi mati aja, gk jlas lu ji udah lah gi gak usah d kasih jatah 5 bulan aja",Anger,128,28
1113,rame apa sepi nih!?? kasih info yg jelas napa,Anger,45,9
1114,"suka heran sama orang yang udah ngasu tp ga ada effort sama sekali buat mastiin gue sakit ati gak, gue kecewa gak.maksudnyaa lo tuh sadar gasih kalo habis ngejahatin gue, emang repot kalo kita ga pernah ngambek sekalinya ngambek dianggep yaudah, mungkin ga ngambek beneran!!",Anger,274,45
1115,"mulutnya itu lho yaampun. aku diusir gara"" main ke homeparty mereka yang kebetulan cuma 4 orang doang, ku kira mah sepi kasian gitu, jadi aku ikut gabung, eh pas gabung malah dikata""in",Anger,184,32
1116,buat kali ini gw ga ngerti sama jalan pikira lo gar yang jelas jelas vara lagi hamil goblokk dan satu lagi buat lo zara gw tau lo kaget kecewa sama kk lo tpi dia lagi hamil anjritt dan lo gatau alesan kenapa kk lo ngelakuin itu semua anjing emosi bngt gw,Anger,254,51
1117,"kebiasaan banget selalu bawa member lain, selalu ngebanding bandingin. dikira member lain gak sedih juga apa?",Anger,109,16
1118,sumpah sih makin marah dan kecewa sama daddy !,Anger,46,9
1119,"bangke ptmt, kelas gue jadi sepi banget anjir",Anger,45,8
1120,anj anj kesel kecewa bgt sama diri sendiri heeuh,Anger,48,9
1121,"hbis nntn layangan putus bareng murid2nya ya bund , jangan sedih yaa, mas aris emg gitu, suka gk tau diri, padahal udh dpetin cewek yg bak ratu",Anger,143,27
1122,ora editan kui ancene wes kene lg sedih malah dsenggol,Anger,54,10
1123,"terlalu cantik emak jd buzzer, biasanya kusam, kusut dan norak, mana gk jelas lagi",Anger,82,14
1124,"ihh sama punya ku juga udh 2 hari masa tertunda terus kesel. tolong dong min ditindaklanjuti, kecewa sih",Anger,104,18
1125,"dan yg emng belom tau banyak lah tentang dunia ini gitu. tapi gw ngerasa sedih dan marah aja, gatau deh rasanya campur aduk. ini aja ngetik sambil nangisssss, gatau tapi nyesekk bgtt rasanya. apalagi kalo ada yg hate² komen gitu ke win, gw bnr² gasuka gw sakit hati anjj!!.",Anger,273,49
1126,"aa kesel bgt anying. dia sudah di bandaraa, gift gue blm siap. ya allah sedih bgt gue uda gbsa nepatin janji buat meet up dari desember trs harini gbsa nganter dia ke bandara, ngasih gift jga engga!!",Anger,199,37
1127,"ini segala keresahan gua udah mau ilang nihh, pokoknya pikiran udah mulai enak deh tapi entah kenapa fyp gua isinya cuplikan film layangan kusut, ku kira kau rumah . kan anjing jadi ketriger lagi gua mulihin supaya mood gua muncul lagi tuh agak lama bgst",Anger,254,45
1128,"gue pernah datang lebih awal, sebelum waktu nya malah terus malah dibilang kek gini (kurang lebih) saking jombolnya jadi punya banyak waktu luang ya? gue ga tau mesti seneng atau sedih -_- jengkel ahhh",Anger,201,34
1129,"telat lu ngasih tau faktanya min,kalo sblm pertandingan kasih tau fakta nya kan gw gk se kecewa ini",Anger,99,18
0,dipeluk enak nih,Joy,16,3
1,masih dongg wkkwkwtar klo gk semangat gk bisa bucinin bebep2 aku,Joy,64,11
2,semangat dan bertambah kuatlah kalian frp_natsud_ frp_lucyheart frp_wendy ~,Joy,75,9
3,jangan lupa sarapann semangat buat hari inii ayang semoga harimu menyenangkan !!,Joy,80,12
4,aw ikut seneng semangat ya kuliahnya!,Joy,37,6
5,semangat!!,Joy,10,1
6,senang bermain salju,Joy,20,3
7,"nikmati, bisa senang-senang bareng teman tapi tetap produktif,",Joy,62,8
8,"akhirnya syuting lagii, semangat ayank",Joy,38,5
9,"kalau yg cuma kembang tahu doang, aku belum pernah coba tapi pasti enak.,duh lupa namanya",Joy,89,15
10,"ingett wkwk. iyaa dog lalu kita bertiga , sama dina mabuk kepayang sama legollas, pinjam cd nya di rentalan , astagaa kita remaja bahagia ya waktu ity",Joy,150,27
11,semangat kak. sudah terima chat wa dari kemenkes belum. disana ada petunjuk konsul gratis online dan tebus obat.,Joy,112,18
12,semangat ngantornyaa,Joy,20,2
13,pokok semangat sek,Joy,18,3
14,"happy birthday jiann adek gantengkuu gemes ucul kuat perkasa semoga rl charamu dan kamunya sukses terus, bahagia selalu, dikasih banyak rejeki & kedamaian hidup, banyak yg makin sayang sama kmu juga! have a wonderful day",Joy,220,35
15,"hai kak hwii!! don't skip ur breakfast yaa,semoga harinya berjalan lancar,dimudahkan segala urusannya,dijauhkan dari marabahaya,semoga selalu ada dlm lindungan tuhan,janlup vitaminnya ya,semangat!! janlup senyum hihi,stay healthy & always be happy!! have a great day kak",Joy,270,35
16,semangat buat hari ini!,Joy,23,4
17,"sering-sering bikin au taeyong yaakk, seruu! semangat teruss nob",Joy,64,9
18,semangat kamuu,Joy,14,2
19,"ojo lali , ngemil ceria by",Joy,26,6
20,"semangat buat hari ini, have a great day",Joy,40,8
21,"terlalu dini menjadi tulang punggung keluarga,ya sama.semangat kamu lantas berbahagia apapun kondisinya",Joy,103,12
22,agak enak ya kakk jadi nya,Joy,26,6
23,semangat,Joy,8,1
24,kombo diluc-raiden enak kok.. gk terlalu mental2 masih bisa dijangkau,Joy,69,10
25,"peluk kakak semangat terus ya pokoknya, banyak yang sayang sama kakak di sini,yoon ji lagi cosplay jadi warga lokal",Joy,115,19
26,"wkskwkw aku juga pernahh jadinya sampe gabisa buat buka galeri ya allah cape banget ya hp penuh tuh, wkskwk semangat anya bersih bersihnya wkwkw hapus apk yang udah ga dipake aja",Joy,178,31
27,"benar guys, nasi goreng.,simple, cepat, dan enak.,saatnya lanjut beres2 dah, ini rumah udh kaya' gak ada penghuninya, debu udh mulai bermunculan lagi.",Joy,150,22
28,kasih semangat dong moots,Joy,25,4
29,"selamat pagi., salam sehat n bahagia untuk semua",Joy,48,8
30,"nggak tau ya aku up lagi kapan, lagi nggak enak badan dari akhir januari di tambah bulan ini banyak ujian praktek",Joy,113,21
31,"ga enak, apalagi kalo orang lain yang pake kamar mandi itu jorok. kemarin pas ngekos suka nemu piring kotor, padahal di sana ada tempat cuci piring.",Joy,148,26
32,"hola kak wawa!! don't skip ur breakfast yaa,semoga harinya berjalan lancar,dimudahkan segala urusannya,dijauhkan dari marabahaya,semoga selalu ada dlm lindungan tuhan,janlup vitaminnya ya,semangat!! janlup senyum hihi,stay healthy & always be happy!! have a great day kak",Joy,271,35
33,"terima kasih sudah berjuang sejauh ini. bertahan sekuat kuatnya. jangan pernah mengeluh. terus berjuang, terus semangat. walau sendiri, jgn bersedih. masih ada tuhan yg mau menemani tiap saat. for me",Joy,199,30
34,pokoknya traveler hidup bahagia bersama paimon,Joy,46,6
35,"semangaatt kak! buat ga dengerin kata orang susah banget emang, tapi saya berdoa semoga kakak punya support syatem yg baik. tetap semangat ya kak, semoga lekas sembuh, gbu",Joy,171,28
36,"braithwaitw ""kami akan bertemu penggemar kami lagi dan menunjukkan kepada mereka bahwa kami adalah satu tim yang bersatu. kami akan menunjukkan semangat.",Joy,153,22
37,"okay, kak icus juga semangat ya",Joy,31,6
38,"ya allah berkati, bahagia hmi..",Joy,31,5
39,"mjb, yanfei bisa, enak banget malah",Joy,35,6
40,"semangat pagi, jangan lupa sarapan^^",Joy,36,5
41,semangat mbak,Joy,13,2
42,ni nder ayo semangat,Joy,20,4
43,kamuu juga sehat dan bahagia selalu yaa ;3 thank you soo much udah baca,Joy,71,14
44,"semangat, vii",Joy,13,2
45,enak ga?? Kalau ga ya ga mau,Joy,28,7
46,"semoga lulus ke universitas impian ya, buat temanny semangat!",Joy,61,9
47,"kemarin karna gabut produktif di dapur dan jadilah inii, dimasukin ke kulkas dimakan pagi ini msh ttp enak",Joy,106,18
48,punya kucing putih dengan paw pink hanya impian di rumah ini. tapi gak papa selama dia bahagia. toh milky ga naik ke kasur atau nginjek2 sajadah,Joy,144,26
49,hormat kepada angin semangat everybody. nanti kita akan selesai pada waktunya.,Joy,78,11
50,"kenapa loyo tuh? semangat juga ya, iyen. jaga kesehatannya jangan lupa.",Joy,71,11
51,good moawwnnning! let's start this sunny morning with happiness bb don't forget to breakfast && mandi tp masih kepagian jadi nanti siangan aja :d have a nice day bffs semangat buat hari ini yuuuuup jangan lupa selalu bersyukur many people love you,Joy,247,42
52,"duuh ga lama lg insya allah ngalami masa2 ini, melepas anak lanang kuliah..pasti ambyar hati mamak ya mbak,selamat belajar mbak n, sehat, bahagia n sukses sll, smoga tercapai apa yg disemogakan, aamiin",Joy,201,32
53,semangat di pagi hari,Joy,21,4
54,puas banget aaaa,Joy,16,3
55,semangat buat hari ini!,Joy,23,4
56,semangat yaa. banyak penyesalan yg udh terjadi harusnya pada saat ini gaperlu disesali. yuk bisa yuk buat nata lagi hal hal yg lbh baik,Joy,135,24
57,"enak banget ternyata kalo tiap hari bisa tidur di jam 8 atau 9 malem , selain bikin gendutan kulit juga jadi bersih sama cerah",Joy,126,24
58,"wow sangat berbeda hahah, semoga hari sabtunya ikutan cerah juga",Joy,64,10
59,demi yaa gtu aja udh enak bangeets,Joy,34,7
60,ayang kenapa?? yuk semangat yuk,Joy,31,5
61,kabar bahagia banget pagi ini,Joy,29,5
62,"kalo abis pup pas pagi pagi tuh enak banget ga sih, perutnya jadi rata & langsing",Joy,81,16
63,semangat om,Joy,11,2
64,kaka juga iya wangi enak aja,Joy,28,6
65,iyaa mau makan yang enak yang banyak,Joy,36,7
66,"serius, aku saksi dua orang yang semangat buat terus lanjutkan hidupnya karena kamu. dan itu dua orang yang sangat kusayang dalam hidupku. aku tidak bisa berucap hal lain, selain kata terima kasih.",Joy,197,32
67,"semangat jalani hidup dengan bahagia yang seperlunya, bersedih dengan seperlunya, dan bersyukur sebanyak-banyaknya",Joy,114,13
68,"have a nice day, semangat buat hari ini",Joy,39,8
69,semangat bestie,Joy,15,2
70,semangat pagi,Joy,13,2
71,tepuk semangat se ma ngat se~ ma~ ngat~ *yeayy*,Joy,47,9
72,semangat zi,Joy,11,2
73,"sudah sampai disini, bahagia pun menanti",Joy,40,6
74,semangat sayang,Joy,15,2
75,dangdut enak,Joy,12,2
76,"bismillah,,tetap semangat jangan menyerah,,yakin pasti bigwin",Joy,61,6
77,"orangtua kita selalu bahagia melihat kita, selalu tercurah kasih sayangnya buat kita tanpa batas..",Joy,98,14
78,semangat okeyy,Joy,14,2
79,"sebab tetap, pencen n senang dpt loan kot huhu",Joy,46,9
80,"selamat hari sabtu juga ibukk, semangat buat hari ini",Joy,53,9
81,semangat terus pejuang receh di pasar,Joy,37,6
82,enak tapi,Joy,9,2
83,"selamat pagii princess!,semangat berkegiatan, tetep jaga kesehatan ya !",Joy,71,9
84,saat paling bahagia menurutnya adalah saat ia tidur.,Joy,52,8
85,semangat ych hari ini,Joy,21,4
86,"semangat eventnya, cantik.",Joy,26,3
87,cerah banget,Joy,12,2
88,"siipp kak, kalo gitu bisa ikutin semua s&k giveaway yg ada di caption postingannya ya. semangat terus! :) ^mc",Joy,109,19
89,"sabtu sek semangat makaryo pren, uang kenakalan cair.",Joy,53,8
90,semangat juga beb,Joy,17,3
91,pagi yang ceria,Joy,15,3
92,semangat aku,Joy,12,2
93,"pagii~ btw cuaca enak gini mendingan tidur yok, have a nice weekend~~",Joy,69,12
94,"morning win win metawin semoga makin banyak solo projek, solo endorsement, series baru dan projek-projek lain yang bikin win bahagia.,",Joy,134,20
95,"cuma mau infoin, enak banget",Joy,28,5
96,"optimis bisa, semangat pak! menteri bumn erick thohir ingin harumnya aroma kopi indonesia bisa tercium hingga mancanegara,",Joy,122,17
97,tapi ini enak bgt,Joy,17,4
98,"semoga bisa tercapai ya kak, semangat untuk temennya!",Joy,53,8
99,puji tuhan ku bahagia banget rasanya dapet kabar jimin udah sembuh..,Joy,68,11
100,tapi itu langitnya cerah,Joy,24,4
101,bubur kuah kuning ternyata enak banget ya,Joy,41,7
102,day 1 terlalu semangat terus datengnya kepagian dan belom ada orang,Joy,67,11
103,semoga keterima ya semangat!,Joy,28,4
104,pagi pagi dapat kabar bahagia,Joy,29,5
105,"aamiin, semangat",Joy,16,2
106,kurang 400k sampe target yoo semangat markf,Joy,43,7
107,ujan teruss enak,Joy,16,3
108,"happy birthday moa dan taehyun!! semoga panjang umur, sehat selalu, bahagia selalu!!",Joy,84,12
109,"suka banget sama lagu bangtan yg film out itu enak banget di telinga gue ada yg sama ga? jangan lupa streaming di semua platform musik ya termasuk yt,i vote for for at the 2022,",Joy,177,34
110,dimana mana hatiku senang,Joy,25,4
111,semangat setelah sekian lama nggak pernah event aku kak.. t__t,Joy,62,10
112,semangat.,Joy,9,1
113,semangat menjemput rejeki coy,Joy,29,4
114,"selamat pagi mbak,salam sehat penuh semangat dan selamat beraktivitas selamat berakhir pekan",Joy,92,12
115,"pagii semangat ya kamu hari ini, have a good day",Joy,48,10
116,"pagi"" ujaann enak bgt buat tidur",Joy,32,6
117,"wkwkww kadang mo ngelarang nyanyi dia nya dah kepede en dlasal bunyi aja , asbun.. dan bahagia buat dia",Joy,103,19
118,yukk semangat yukk walaupun badan lagi kurang fit,Joy,49,8
119,nyenyak! semangat juga!!,Joy,24,3
120,"kalo baring bawaannya lelah, kalo kerja bawannya semangat terus, salut sii sama diri ini",Joy,88,14
121,"hiih km harus ikhlas, semangat berproses semuanya",Joy,49,7
122,nggak dong~ aku beli loyang 14cm 1 biji juga kemarin wkwkwkwkwk sempet mau beli yang 14 itu 2 sekalian kan enak kl mau kasih incip tetangga. tp nggak jadi beli 2 jadi besok gak bisa langsung ngovennya,Joy,200,37
123,semangat ktnya,Joy,14,2
124,"udah semangat lagi kan, chaeyi?",Joy,31,5
125,"wihh semangat pkl nya onad! dah sarapan lums? kalo lums sarapan dulu yaa, have a nice day ;3 stay healthy",Joy,105,20
126,happy birthday mbar.. sehat dan bahagia terus yah!!,Joy,51,8
127,kemarin di gramed ada bocil lg disuapin mamaknya makan promina keknya enak bat duh,Joy,82,14
128,ngopi enak,Joy,10,2
129,"wkwkwkkwkwk semangat nguli, cla",Joy,31,4
130,"disini rian, enak bgt klo buat lanjut tidur",Joy,43,8
131,sarapan tenongan si enak,Joy,24,4
132,streaming child pagi pagi enak banget selingannya ssfw sama we go up,Joy,68,12
133,"congratulations for ur debut ""child"" makna nya dalem banget huhu. kek relate dalam kehidupanku juga kehidupan oranglain mungkin, semangat terus buat karya karyanya yang lain nanti. bahagia selalu buat kalian. me lafyu. xx t.,",Joy,225,34
134,kokk enak tau mcam kiko,Joy,23,5
135,semangat nidaa,Joy,14,2
136,semangat semangatt,Joy,18,2
137,semangat lesnya!,Joy,16,2
138,enak bisa lanjut tidur,Joy,22,4
139,"nah kalo gini terus terang sama2 enak ya mas, asal minta bonus'nya ngak gede2",Joy,77,14
140,pngen bgt baca sejarah tentang avicenna lgii heuheu ayo semangat bacanya kii :),Joy,79,13
141,rebahan emang paling enak ga sih,Joy,32,6
142,wih kereen. mauu. keliatannya enak semangkanya disendokin gitu. berasa kayak di drama cina,Joy,90,13
143,semangat yaa para pejuang keluarga.. semoga dilancarkan rezekinya yg berkah.aamiin,Joy,82,10
144,terima kasih pak ri 1 presidenku tetap semangat ya pak membangun bangsa ri,Joy,74,13
145,semangat puasanya an,Joy,20,3
146,makasih nokaav bahagia selalu juga,Joy,34,5
147,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan",Joy,72,14
148,semangat kakak,Joy,14,2
149,gm ayu! berkobar2 semangat,Joy,26,4
150,semangat ya.. jangan mau dijadiin mainan,Joy,40,6
151,"bismillah semangat hari ini, semoga banyak req dm amin",Joy,54,9
152,semangat semangat haha hihi,Joy,27,4
153,enak banget jadi orang serba bisa.,Joy,34,6
154,"semangat, hati-hati dijalan meii!!",Joy,34,4
155,nda semangat on rp,Joy,18,4
156,"gue dicegat sama diaa firasat gue udh nggak enak nih sumpah. dia bilang ""za, gue kangen sama lu"" gue kaget dong anjritt, gue diem kek org bego sumpah trs dia langsung pergi gitu ajaa ninggalin gue yg lagi cengo.",Joy,211,39
157,"halo haloo, jihan disini mau kasih sedikit reminder ya,jangan lupa bersyukur atas nikmat pagi ini jangan lupa sarapan, minum yg banyak jangan sampe jatuh sakit ya mandi pagi biar segerr jangan nangis nangis ya, semoga bahagia selalu u're magical, love",Joy,251,40
